Settlement Date,Spot Price ($/MWh),Scheduled Demand (MW),Scheduled Generation (MW),Semi Scheduled Generation (MW),Net Import (MW),Type
28/10/2025 12:35,-22.86336,2853.35,2000.99505,990.54495,195.27,"ACTUAL"
28/10/2025 13:00,-12.51011,2782.82,2060.99699,1188.94301,630.43,"FORECAST"
28/10/2025 13:30,-16.48169,2283.49,2060.997,959.303,867.51,"FORECAST"
28/10/2025 14:00,-15.65278,2201.11,2060.998,950.682,942.53,"FORECAST"
28/10/2025 14:30,-13.28171,2334.08,2061,958.45,810.12,"FORECAST"
28/10/2025 15:00,-12.27145,2538.57,2060.99993,1307.93007,934.27,"FORECAST"
28/10/2025 15:30,-11.55697,2943.6,2342.99941,1421.24059,942.37,"FORECAST"
28/10/2025 16:00,-6.5,3392.71,2423.00351,1626.86649,790.26,"FORECAST"
28/10/2025 16:30,8.95,3944.68,2902.279,1804.011,923.32,"FORECAST"
28/10/2025 17:00,69.22779,4394.8,3418.337,1753.093,963.59,"FORECAST"
